,location,total_sqft,bath,price,bhk
2105,Dairy Circle,2735.0,4.0,340.0,3
2106,Dairy Circle,3730.0,6.0,430.0,4
2107,Dasanapura,708.0,2.0,37.0,2
2108,Dasanapura,708.0,1.0,40.0,2
2109,Dasanapura,965.0,2.0,42.5,2
2111,Dasanapura,814.0,2.0,42.0,2
2112,Dasanapura,1163.0,2.0,65.0,2
2113,Dasanapura,1286.0,2.0,68.0,3
2114,Dasanapura,708.0,2.0,31.15,2
2115,Dasanapura,708.0,1.0,41.0,1
2116,Dasanapura,814.0,2.0,43.7,2
2117,Dasarahalli,1295.0,2.0,65.0,2
2119,Dasarahalli,1150.0,2.0,70.0,2
2120,Dasarahalli,2100.0,3.0,120.0,3
2121,Dasarahalli,1220.0,2.0,52.0,2
2122,Dasarahalli,1375.0,2.0,60.0,2
2123,Dasarahalli,1333.0,2.0,78.56,2
2124,Dasarahalli,1220.0,2.0,62.0,2
2125,Defence Colony,1150.0,2.0,126.0,2
2126,Defence Colony,6600.0,4.0,986.0,4
2127,Defence Colony,1150.0,2.0,125.0,2
2128,Defence Colony,2800.0,4.0,365.0,4
2129,Defence Colony,1270.0,2.0,172.0,2
2130,Defence Colony,8000.0,6.0,2800.0,6
2131,Dena Bank Colony,1100.0,2.0,75.0,2
2132,Devanahalli,3210.0,2.0,192.0,4
2133,Devanahalli,1260.0,2.0,66.78,2
2134,Devanahalli,1282.0,2.0,68.52,3
2135,Devanahalli,1360.0,2.0,65.0,2
2137,Devanahalli,1408.0,2.0,85.0,2
2138,Devanahalli,1010.0,2.0,51.0,2
2139,Devanahalli,1080.0,2.0,53.35,2
2140,Devanahalli,2400.0,5.0,100.0,5
2143,Devanahalli,1174.0,2.0,59.0,2
2144,Devanahalli,3752.5,2.0,177.115,2
2145,Devanahalli,658.0,1.0,34.0,1
2146,Devanahalli,658.0,1.0,26.91,1
2147,Devanahalli,698.5,1.0,28.57,1
2148,Devanahalli,1080.0,2.0,52.0,2
2149,Devanahalli,1700.0,3.0,88.2,3
2150,Devanahalli,1498.0,3.0,79.15,3
2151,Devanahalli,1466.0,3.0,77.59,3
2152,Devanahalli,775.0,1.0,39.0,1
2153,Devanahalli,1020.0,2.0,49.87,1
2155,Devanahalli,1550.0,3.0,85.0,3
2157,Devanahalli,1340.0,2.0,65.0,2
2158,Devanahalli,2125.0,3.0,107.0,3
2161,Devanahalli,658.0,1.0,26.91,1
2163,Devanahalli,1010.0,2.0,58.0,2
2166,Devanahalli,1075.0,2.0,52.57,1
2167,Devanahalli Int. Airport,1380.0,2.0,80.0,2
2168,Devanahalli Int. Airport,1080.0,2.0,62.0,2
2169,Devarachikkanahalli,1230.0,2.0,58.0,2
2170,Devasthanagalu,1460.0,3.0,70.0,3
2171,Devasthanagalu,1090.0,2.0,45.0,2
2172,Devasthanagalu,946.0,2.0,45.0,2
2173,Devasthanagalu,1470.0,2.0,60.0,3
2174,Devi Nagar,1100.0,2.0,61.0,2
2175,Devi Nagar,1200.0,2.0,45.0,2
2176,Devi Nagar,2000.0,3.0,105.0,3
2177,Devi Nagar,1410.0,3.0,68.0,3
2178,Dinnur,1100.0,2.0,65.0,2
2179,Divya Unnathi Layout,1611.0,2.0,64.44,3
2180,Divya Unnathi Layout,1610.0,2.0,64.4,3
2181,Divya Unnathi Layout,1339.0,2.0,53.56,2
2182,Doctors Layout,1520.0,2.0,62.0,2
2183,Doctors Layout,1125.0,2.0,44.0,2
2184,Doctors Layout,1000.0,2.0,42.0,2
2185,Doctors Layout,1225.0,2.0,47.0,2
2186,Doctors Layout,1215.0,2.0,46.8,3
2187,Dodda Banaswadi,1500.0,3.0,56.0,3
2188,Dodda Banaswadi,1300.0,2.0,60.0,3
2189,Dodda Kempaiah Layout,1600.0,3.0,75.0,3
2190,Dodda Nekkundi,1260.0,2.0,55.0,2
2191,Dodda Nekkundi,850.0,2.0,28.0,2
2192,Dodda Nekkundi,1390.0,2.0,60.0,2
2193,Dodda Nekkundi,1804.0,3.0,121.0,3
2194,Dodda Nekkundi,1080.0,2.0,50.0,2
2195,Dodda Nekkundi,1999.0,3.0,132.0,3
2196,Dodda Nekkundi,1100.0,2.0,48.0,2
2197,Dodda Nekkundi,1999.0,3.0,135.0,3
2198,Dodda Nekkundi,1100.0,2.0,41.15,2
2199,Dodda Nekkundi,1252.0,2.0,71.0,3
2200,Dodda Nekkundi,1155.0,2.0,46.0,2
2201,Dodda Nekkundi,1128.0,2.0,45.0,2
2202,Dodda Nekkundi,1148.0,2.0,56.0,2
2204,Dodda Nekkundi,1145.0,2.0,46.5,2
2205,Dodda Nekkundi,1829.0,3.0,125.0,3
2206,Dodda Nekkundi,1100.0,2.0,41.16,2
2207,Dodda Nekkundi,1100.0,2.0,46.75,2
2208,Dodda Nekkundi,1315.0,2.0,50.0,2
2209,Dodda Nekkundi,1135.0,2.0,58.0,2
2210,Dodda Nekkundi,1100.0,2.0,41.18,2
2211,Dodda Nekkundi,1370.0,2.0,60.0,2
2212,Dodda Nekkundi,1200.0,2.0,71.0,2
2213,Dodda Nekkundi,1585.0,2.0,79.0,3
2214,Dodda Nekkundi,1005.0,2.0,45.0,2
2215,Dodda Nekkundi,1264.0,2.0,52.0,2
2216,Dodda Nekkundi Extension,1148.0,2.0,60.0,2
2217,Dodda Nekkundi Extension,1188.0,2.0,73.0,2
2218,Dodda Nekkundi Extension,1148.0,2.0,69.0,2
2219,Dodda Nekkundi Extension,1864.0,3.0,115.0,3
2220,Dodda Nekkundi Extension,1458.0,2.0,87.0,3
2221,Doddaballapur,1690.0,3.0,80.0,4
2222,Doddaballapur,4200.0,4.0,325.0,4
2223,Doddaballapur,3876.0,3.0,300.0,3
2224,Doddaballapur,2776.0,4.0,195.0,3
2225,Doddaballapur,2440.0,3.0,142.0,3
2226,Doddaballapur,2400.0,3.0,200.0,4
2227,Doddaballapur,654.0,1.0,49.0,1
2228,Doddaballapur,3206.0,5.0,270.0,4
2229,Doddabanahalli,830.0,2.0,37.0,2
2230,Doddabanahalli,800.0,2.0,30.0,2
2231,Doddabanahalli,1290.0,3.0,45.33,3
2232,Doddabommasandra,1550.0,2.0,70.0,3
2233,Doddabommasandra,3150.0,5.0,145.0,8
2234,Doddabommasandra,1300.0,2.0,32.0,2
2235,Doddagubbi,1125.0,4.0,70.0,3
2236,Doddagubbi,747.0,1.0,27.0,1
2237,Doddakallasandra,1010.0,2.0,40.39,2
2242,Doddakallasandra,1010.0,2.0,40.39,2
2243,Doddakallasandra,1072.0,2.0,42.87,2
2244,Doddakallasandra,1010.0,2.0,40.4,2
2245,Doddakallasandra,1010.0,2.0,41.0,2
2246,Doddakallasandra,1072.0,2.0,42.87,2
2247,Doddakammanahalli,1550.0,2.0,60.0,3
2248,Doddakammanahalli,1180.0,2.0,56.0,2
2249,Doddakammanahalli,1409.0,2.0,62.0,3
2250,Doddakammanahalli,1119.0,2.0,48.5,3
2251,Doddakammanahalli,1160.0,2.0,55.0,2
2252,Doddakannelli,1475.0,3.0,70.0,3
2253,Doddakannelli,1025.0,2.0,48.0,2
2254,Doddanakundi Industrial Area 2,1512.0,1.0,65.01,2
2255,Doddanakundi Industrial Area 2,1768.0,3.0,95.0,3
2256,Doddanakundi Industrial Area 2,1092.0,2.0,49.0,2
2257,Doddanekundi,1760.0,3.0,176.0,3
2258,Doddanekundi,1280.0,2.0,40.0,2
2259,Doddanekundi,2045.0,4.0,154.0,3
2260,Doddanekundi,1148.0,2.0,59.0,2
2261,Doddanekundi,1128.0,2.0,48.4,2
2262,Doddathoguru,970.0,2.0,33.0,2
2263,Doddathoguru,1050.0,2.0,32.0,2
2264,Doddathoguru,850.0,2.0,25.0,2
2265,Doddathoguru,1030.0,2.0,42.0,2
2266,Doddathoguru,1549.0,3.0,65.0,3
2268,Doddathoguru,550.0,1.0,17.0,1
2269,Doddathoguru,1015.0,2.0,33.5,2
2270,Doddathoguru,1104.0,2.0,39.0,2
2271,Doddathoguru,915.0,2.0,32.0,2
2272,Doddathoguru,750.0,1.0,25.5,1
2273,Doddathoguru,1595.0,3.0,62.0,3
2274,Doddathoguru,855.0,2.0,32.0,2
2275,Doddathoguru,1105.0,2.0,50.0,2
2276,Doddathoguru,925.0,2.0,30.0,2
2278,Doddathoguru,1208.0,3.0,45.0,3
2279,Doddathoguru,1100.0,2.0,50.0,2
2280,Doddathoguru,940.0,2.0,32.9,2
2281,Doddathoguru,1382.0,3.0,65.0,3
2282,Doddathoguru,1107.0,2.0,44.0,2
2283,Doddathoguru,907.0,2.0,40.0,2
2284,Doddathoguru,1783.0,3.0,85.0,3
2285,Doddathoguru,550.0,1.0,17.0,1
2286,Dodsworth Layout,30000.0,4.0,2100.0,4
2287,Dodsworth Layout,1400.0,2.0,80.0,2
2288,Dodsworth Layout,1717.0,3.0,99.0,3
2289,Dodsworth Layout,1594.0,3.0,99.0,3
2290,Dodsworth Layout,1893.0,3.0,115.0,3
2291,Dodsworth Layout,1400.0,2.0,85.0,2
2292,Dodsworth Layout,30400.0,4.0,1824.0,6
2293,Dollar Scheme Colony,3463.0,6.0,310.0,4
2294,Dollars Colony,3500.0,4.0,350.0,4
2295,Dollars Colony,3100.0,5.0,385.0,4
2296,Dollars Colony,1097.0,2.0,65.0,2
2297,Dollars Colony,1350.0,3.0,75.0,3
2298,Dollars Colony,7800.0,3.0,2000.0,3
2299,Dollars Colony,2100.0,3.0,280.0,4
2300,Dollars Colony,2000.0,3.0,200.0,3
2301,Dollars Layout,1460.0,3.0,88.0,3
2302,Dollars Layout,2456.0,3.0,220.0,3
2303,Domlur,1540.0,3.0,90.0,3
2304,Domlur,1875.0,2.0,150.0,3
2305,Domlur,1429.0,3.0,86.0,3
2306,Domlur,640.0,1.0,55.0,1
2307,Domlur,1050.0,2.0,85.0,2
2308,Domlur,1800.0,3.0,150.0,3
2309,Domlur,1720.0,3.0,135.0,3
2310,Domlur,1950.0,3.0,165.0,3
2311,Domlur,2180.0,3.0,285.0,3
2312,Domlur,650.0,1.0,70.0,1
2313,Domlur,780.0,1.0,70.0,1
2314,Domlur,2180.0,3.0,285.0,3
2315,Domlur,1740.0,3.0,120.0,3
2316,Domlur,1695.0,3.0,125.0,3
2317,Domlur,1246.0,2.0,95.0,2
2318,Domlur,2100.0,3.0,145.0,3
2319,Domlur,1276.0,2.0,80.0,2
2320,Domlur,1850.0,3.0,180.0,3
2321,Domlur,2955.0,3.0,235.0,3
2322,Domlur,1650.0,3.0,180.0,3
2323,Domlur Layout,900.0,2.0,160.0,2
2324,Dommasandra,805.0,2.0,22.14,2
2326,Dommasandra,1267.0,3.0,56.0,3
2327,Dommasandra,1200.0,2.0,50.0,2
2328,Dommasandra,2700.0,3.0,68.0,4
2330,Dommasandra,1153.0,2.0,43.5,2
2331,Dommasandra,1500.0,2.0,40.0,2
2332,Dommasandra,1090.0,2.0,43.5,2
2333,Dommasandra,850.0,2.0,25.4,2
2334,Dommasandra,674.0,1.0,19.9,2
2335,Dommasandra,999.0,2.0,32.9,2
2336,Doopanahalli,1340.0,2.0,100.0,3
2337,Doopanahalli,2250.0,3.0,199.0,3
2338,Doopanahalli,1625.0,3.0,150.0,3
2339,Dooravani Nagar,1596.0,3.0,105.0,3
2340,Dooravani Nagar,1596.0,3.0,95.0,3
2341,Dooravani Nagar,1570.0,3.0,115.0,3
2342,Dr Shivarama Karantha Nagar,1200.0,2.0,54.0,2
2343,Dwarka Nagar,2400.0,6.0,125.0,8
2344,Dwarka Nagar,1200.0,3.0,95.75,3
2345,"ECC Road, Whitefield, ",1132.0,2.0,67.0,2
2346,EPIP Zone,1499.0,5.0,102.0,3
2347,EPIP Zone,1285.0,2.0,82.0,2
2348,EPIP Zone,2330.0,3.0,162.0,3
2349,EPIP Zone,1330.0,2.0,92.5,2
2350,EPIP Zone,1330.0,2.0,86.98,2
2351,EPIP Zone,1330.0,2.0,93.36,2
2353,EPIP Zone,1500.0,3.0,102.0,3
2354,EPIP Zone,1280.0,2.0,69.0,2
2355,EPIP Zone,1125.0,2.0,65.0,2
2356,EPIP Zone,1734.0,3.0,125.0,3
2358,EPIP Zone,1343.0,2.0,86.0,2
2359,EPIP Zone,2350.0,4.0,163.0,3
2360,EPIP Zone,1860.0,3.0,130.0,3
2361,EPIP Zone,2210.0,3.0,165.0,3
2362,EPIP Zone,2710.0,3.0,177.0,3
2364,Ejipura,1650.0,3.0,110.0,3
2365,Ejipura,1190.0,2.0,70.0,2
2366,Ejipura,2070.0,3.0,135.0,3
2367,Ejipura,1600.0,3.0,95.0,3
2368,Ejipura,1210.0,2.0,75.0,2
2370,Electronic City,1025.0,2.0,47.0,3
2373,Electronic City,1500.0,2.0,64.5,3
2374,Electronic City,1060.0,2.0,60.0,2
2375,Electronic City,1152.0,2.0,64.5,2
2377,Electronic City,770.0,1.0,36.0,2
2378,Electronic City,1070.0,2.0,52.0,2
2379,Electronic City,1025.0,2.0,46.0,2
2380,Electronic City,589.0,1.0,27.0,1
2382,Electronic City,910.0,2.0,40.0,2
2383,Electronic City,1108.0,2.0,63.0,2
2384,Electronic City,1128.0,2.0,65.0,2
2385,Electronic City,1800.0,3.0,95.0,3
2386,Electronic City,630.0,1.0,34.65,1
2387,Electronic City,1128.0,2.0,63.0,2
2388,Electronic City,1599.0,3.0,99.0,3
2391,Electronic City,1070.0,2.0,55.0,2
2392,Electronic City,940.0,2.0,41.0,2
2394,Electronic City,1128.0,2.0,68.75,2
2395,Electronic City,1342.0,2.0,73.3,2
2396,Electronic City,1360.0,2.0,71.0,3
2398,Electronic City,1265.0,2.0,56.93,2
2399,Electronic City,1691.0,2.0,102.0,3
2400,Electronic City,1128.0,2.0,65.49,2
2403,Electronic City,1070.0,2.0,56.1,2
2404,Electronic City,2000.0,4.0,120.0,4
2405,Electronic City,890.0,2.0,45.0,2
2406,Electronic City,1128.0,2.0,65.65,2
2407,Electronic City,865.0,2.0,42.0,2
2409,Electronic City,910.0,2.0,42.0,2
2411,Electronic City,1360.0,2.0,75.0,3
2412,Electronic City,770.0,1.0,40.0,2
2413,Electronic City,1128.0,2.0,64.0,2
2414,Electronic City,1070.0,2.0,54.0,2
2416,Electronic City,1571.0,3.0,89.0,3
2417,Electronic City,1111.0,3.0,50.0,3
2418,Electronic City,870.0,2.0,39.5,2
2420,Electronic City,1374.0,2.0,72.0,3
2422,Electronic City,1128.0,2.0,65.35,2
2423,Electronic City,1128.0,2.0,65.0,2
2424,Electronic City,755.0,1.0,34.0,2
2428,Electronic City,1563.0,3.0,91.84,3
2429,Electronic City,1652.0,3.0,70.0,3
2431,Electronic City,1025.0,2.0,54.5,2
2432,Electronic City,1070.0,2.0,46.0,2
2433,Electronic City,1350.0,3.0,58.0,3
2436,Electronic City,1700.0,3.0,75.0,3
2438,Electronic City,1128.0,2.0,68.0,2
2439,Electronic City,700.0,1.0,35.0,1
2440,Electronic City,1360.0,2.0,70.5,3
2442,Electronic City,1571.0,3.0,105.0,3
2446,Electronic City,1600.0,3.0,104.0,3
2448,Electronic City,1500.0,2.0,100.0,3
2452,Electronic City,1152.0,2.0,65.0,2
2453,Electronic City,1070.0,2.0,60.0,2
2454,Electronic City,1128.0,2.0,65.5,2
2455,Electronic City,1200.0,2.0,59.0,2
2456,Electronic City,1152.0,2.0,65.75,2
2458,Electronic City,1070.0,2.0,55.0,2
2459,Electronic City,1060.0,2.0,58.0,2
2460,Electronic City,1025.0,2.0,54.1,2
2465,Electronic City,1500.0,2.0,78.0,3
2466,Electronic City,1213.0,2.0,59.32,2
2467,Electronic City,1575.0,3.0,90.0,3
2468,Electronic City,1449.0,3.0,100.0,3
2470,Electronic City,1125.0,2.0,58.0,2
2472,Electronic City,1575.0,3.0,101.0,3
2474,Electronic City,550.0,1.0,12.0,1
2475,Electronic City,919.0,2.0,40.0,2
2476,Electronic City,1500.0,2.0,78.25,3
2477,Electronic City,1363.0,2.0,79.0,2
2480,Electronic City,1108.0,2.0,67.15,2
2482,Electronic City,1128.0,2.0,65.7,2
2484,Electronic City,1060.0,2.0,51.0,2
2486,Electronic City,1650.0,3.0,100.0,3
2488,Electronic City,1025.0,2.0,49.0,2
2490,Electronic City,1449.0,3.0,90.0,3
2492,Electronic City,1070.0,2.0,58.0,2
2493,Electronic City,1210.0,2.0,54.0,2
2494,Electronic City,1500.0,2.0,75.0,3
2496,Electronic City,1070.0,2.0,52.0,2
2497,Electronic City,2435.0,4.0,119.0,4
2502,Electronic City,1073.0,2.0,60.0,2
2503,Electronic City,1500.0,2.0,78.0,3
2504,Electronic City,1070.0,2.0,47.0,2
2505,Electronic City,1296.0,2.0,65.0,2
2506,Electronic City,1140.0,2.0,70.93,2
2512,Electronic City,2093.0,4.0,104.0,4
2513,Electronic City,1025.0,2.0,53.9,2
2514,Electronic City,940.0,2.0,54.0,2
2515,Electronic City,435.0,1.0,21.0,1
2516,Electronic City,1500.0,2.0,77.5,3
2517,Electronic City,1631.0,3.0,80.0,3
2518,Electronic City,1355.0,2.0,67.0,2
2521,Electronic City,435.0,1.0,22.0,1
2523,Electronic City,1039.0,2.0,50.0,2
2524,Electronic City,770.0,1.0,39.9,2
2526,Electronic City,1128.0,2.0,64.0,2
2527,Electronic City,605.0,1.0,13.31,1
2529,Electronic City,530.0,1.0,13.5,1
2530,Electronic City,1070.0,2.0,53.0,2
2533,Electronic City,1571.0,3.0,83.0,3
2535,Electronic City,1350.0,3.0,66.0,3
2536,Electronic City,1652.0,3.0,110.0,3
2540,Electronic City,1128.0,2.0,65.58,2
2541,Electronic City,635.0,1.0,28.0,1
2542,Electronic City,1128.0,2.0,65.4,2
2545,Electronic City,1355.0,2.0,72.9,2
2549,Electronic City,770.0,1.0,35.0,2
2551,Electronic City,865.0,2.0,40.0,2
2554,Electronic City,1108.0,2.0,63.0,2
2555,Electronic City,630.0,1.0,40.5,1
2558,Electronic City,605.0,1.0,22.0,1
2560,Electronic City,1070.0,2.0,48.0,2
2562,Electronic City,1360.0,2.0,70.0,3
2563,Electronic City,635.0,1.0,28.0,1
2564,Electronic City,1128.0,2.0,65.45,2
2565,Electronic City,890.0,2.0,40.0,2
2570,Electronic City,1360.0,2.0,58.0,3
2573,Electronic City,630.0,1.0,33.7,1
2577,Electronic City,1400.0,3.0,90.0,3
2578,Electronic City,1287.0,3.0,55.0,3
2579,Electronic City,1258.0,2.0,85.5,2
2580,Electronic City,1386.0,2.0,85.0,2
2581,Electronic City,1025.0,2.0,50.0,2
2583,Electronic City,1070.0,2.0,55.0,2
2584,Electronic City,1342.0,2.0,72.0,2
2585,Electronic City,1275.0,3.0,70.0,3
2586,Electronic City,770.0,1.0,38.0,2
2591,Electronic City,1644.0,3.0,92.59,3
2592,Electronic City,1250.0,2.0,62.0,2
2595,Electronic City,418.0,1.0,12.0,1
2596,Electronic City,1128.0,2.0,64.8,2
2599,Electronic City,1060.0,2.0,55.0,2
2600,Electronic City,710.0,1.0,40.42,1
2603,Electronic City,1275.0,3.0,63.43,3
2604,Electronic City,1518.0,3.0,75.0,3
2605,Electronic City,1090.0,2.0,31.48,1
2608,Electronic City,1060.0,2.0,55.0,2
2610,Electronic City,1353.0,2.0,75.0,2
2612,Electronic City,1128.0,2.0,67.0,2
2613,Electronic City,1070.0,2.0,57.0,2
2614,Electronic City,1700.0,3.0,90.0,3
2616,Electronic City,750.0,1.0,35.0,1
2617,Electronic City,1210.0,2.0,55.0,2
2618,Electronic City,1070.0,2.0,60.0,2
2623,Electronic City,1615.0,3.0,97.0,3
2625,Electronic City,1221.0,2.0,68.0,2
2627,Electronic City,1500.0,3.0,73.0,3
2628,Electronic City,995.0,2.0,48.0,2
2629,Electronic City,1342.0,2.0,90.0,2
2631,Electronic City,1128.0,2.0,63.5,2
2632,Electronic City,589.0,1.0,29.0,1
2635,Electronic City,1575.0,3.0,94.5,3
2636,Electronic City,1070.0,2.0,48.0,2
2637,Electronic City,1025.0,2.0,54.0,2
2638,Electronic City,1500.0,2.0,70.0,3
2639,Electronic City,1500.0,2.0,64.5,3
2641,Electronic City,2093.0,4.0,134.0,4
2643,Electronic City,1355.0,2.0,73.0,2
2644,Electronic City,1360.0,2.0,64.99,3
2645,Electronic City,1060.0,2.0,52.0,2
2646,Electronic City Phase II,1056.0,2.0,39.07,2
2647,Electronic City Phase II,1020.0,2.0,30.6,2
2648,Electronic City Phase II,1069.0,2.0,45.0,2
2649,Electronic City Phase II,630.0,1.0,28.35,1
2651,Electronic City Phase II,1000.0,2.0,25.0,2
2652,Electronic City Phase II,1090.0,2.0,28.34,2
2653,Electronic City Phase II,2225.0,4.0,98.88,4
2655,Electronic City Phase II,775.0,2.0,38.0,2
2656,Electronic City Phase II,1266.0,2.0,59.0,2
2657,Electronic City Phase II,1000.0,2.0,28.88,2
2660,Electronic City Phase II,972.0,2.0,44.0,2
2662,Electronic City Phase II,1031.0,2.0,55.0,2
2663,Electronic City Phase II,1003.0,2.0,40.6,2
2664,Electronic City Phase II,1031.0,2.0,56.35,2
2666,Electronic City Phase II,1395.0,2.0,62.78,3
2667,Electronic City Phase II,1160.0,2.0,33.5,2
2668,Electronic City Phase II,1065.0,2.0,30.75,2
2669,Electronic City Phase II,1219.0,2.0,61.25,2
2671,Electronic City Phase II,1000.0,2.0,28.88,2
2672,Electronic City Phase II,1790.0,3.0,100.0,3
2673,Electronic City Phase II,769.0,2.0,40.0,2
2675,Electronic City Phase II,900.0,2.0,32.5,2
2678,Electronic City Phase II,993.0,2.0,50.0,3
2679,Electronic City Phase II,1418.0,3.0,52.47,3
2680,Electronic City Phase II,1070.0,2.0,45.0,2
2683,Electronic City Phase II,1140.0,2.0,33.06,2
2684,Electronic City Phase II,1089.0,2.0,32.67,2
2685,Electronic City Phase II,1031.0,2.0,55.0,2
2686,Electronic City Phase II,1253.0,2.0,65.8,2
2688,Electronic City Phase II,1160.0,2.0,33.5,2
2689,Electronic City Phase II,975.0,2.0,45.0,3
2690,Electronic City Phase II,6000.0,4.0,260.0,4
2691,Electronic City Phase II,1116.0,2.0,37.0,2
2692,Electronic City Phase II,1125.0,2.0,29.25,2
2693,Electronic City Phase II,1000.0,2.0,28.88,2
2694,Electronic City Phase II,1000.0,2.0,28.88,2
2695,Electronic City Phase II,1000.0,2.0,28.88,2
2696,Electronic City Phase II,1165.0,2.0,30.29,2
2697,Electronic City Phase II,3550.0,2.0,167.5,4
2698,Electronic City Phase II,1031.0,2.0,53.0,2
2700,Electronic City Phase II,1065.0,2.0,30.88,2
2702,Electronic City Phase II,1549.0,3.0,80.0,3
2703,Electronic City Phase II,1065.0,2.0,56.13,2
2705,Electronic City Phase II,920.0,2.0,26.0,2
2706,Electronic City Phase II,1140.0,2.0,33.84,2
2707,Electronic City Phase II,1219.0,2.0,61.26,2
2708,Electronic City Phase II,1252.0,2.0,65.0,3
2709,Electronic City Phase II,1125.0,2.0,32.49,2
2711,Electronic City Phase II,1286.0,2.0,69.0,2
2713,Electronic City Phase II,1140.0,2.0,32.92,2
2714,Electronic City Phase II,1116.0,2.0,40.0,2
2715,Electronic City Phase II,1150.0,3.0,46.0,3
2716,Electronic City Phase II,1192.0,2.0,47.0,3
2718,Electronic City Phase II,1020.0,2.0,32.0,2
2719,Electronic City Phase II,1900.0,3.0,97.0,4
2720,Electronic City Phase II,1020.0,2.0,27.43,2
2721,Electronic City Phase II,1025.0,2.0,26.65,2
2722,Electronic City Phase II,1020.0,2.0,29.45,2
2723,Electronic City Phase II,1000.0,2.0,28.88,2
2725,Electronic City Phase II,1140.0,2.0,28.5,2
2726,Electronic City Phase II,1125.0,2.0,32.49,2
2727,Electronic City Phase II,1200.0,2.0,34.65,2
2728,Electronic City Phase II,1160.0,2.0,52.2,2
2729,Electronic City Phase II,1244.0,2.0,55.0,2
2730,Electronic City Phase II,1160.0,2.0,33.51,2
2733,Electronic City Phase II,972.0,2.0,40.0,2
2734,Electronic City Phase II,1160.0,2.0,33.51,2
2736,Electronic City Phase II,1090.0,2.0,31.48,2
2737,Electronic City Phase II,1140.0,2.0,32.92,2
2738,Electronic City Phase II,650.0,1.0,35.0,1
2739,Electronic City Phase II,1155.0,2.0,57.0,2
2740,Electronic City Phase II,1800.0,3.0,92.0,3
2741,Electronic City Phase II,1300.0,2.0,28.0,2
2742,Electronic City Phase II,1160.0,2.0,33.5,2
2743,Electronic City Phase II,1025.0,2.0,29.6,2
2744,Electronic City Phase II,829.0,2.0,22.8,2
2745,Electronic City Phase II,2187.5,4.0,105.0,4
2746,Electronic City Phase II,1252.0,2.0,67.0,2
2748,Electronic City Phase II,1125.0,2.0,32.63,2
2749,Electronic City Phase II,1140.0,2.0,34.0,2
2752,Electronic City Phase II,1252.0,2.0,65.0,3
2753,Electronic City Phase II,1135.0,2.0,46.0,2
2754,Electronic City Phase II,1305.0,3.0,65.0,3
2755,Electronic City Phase II,1165.0,2.0,33.64,2
2757,Electronic City Phase II,1336.0,2.0,50.35,3
2758,Electronic City Phase II,575.0,1.0,16.75,1
2759,Electronic City Phase II,925.0,2.0,49.82,3
2760,Electronic City Phase II,1065.0,2.0,30.76,2
2761,Electronic City Phase II,1065.0,2.0,30.75,2
2762,Electronic City Phase II,1140.0,2.0,33.06,2
2763,Electronic City Phase II,911.0,2.0,26.5,2
2764,Electronic City Phase II,1200.0,2.0,34.65,2
2765,Electronic City Phase II,1031.0,2.0,54.48,2
2769,Electronics City Phase 1,1475.0,3.0,78.29,3
2770,Electronics City Phase 1,1490.0,3.0,78.8,3
2771,Electronics City Phase 1,1113.27,2.0,53.0,2
2772,Electronics City Phase 1,1490.0,3.0,84.0,3
2779,Electronics City Phase 1,1015.0,2.0,56.0,2
2781,Electronics City Phase 1,1515.0,2.0,80.91,3
2782,Electronics City Phase 1,995.0,2.0,46.0,2
2783,Electronics City Phase 1,1555.0,2.0,82.0,3
2784,Electronics City Phase 1,1340.0,2.0,75.0,2
2785,Electronics City Phase 1,1124.0,2.0,55.0,3
2786,Electronics City Phase 1,1175.0,2.0,57.0,2
2787,Electronics City Phase 1,755.0,1.0,42.41,1
2788,Electronics City Phase 1,580.0,1.0,27.0,1
2789,Electronics City Phase 1,940.0,2.0,49.0,2
2790,Electronics City Phase 1,1335.0,2.0,67.0,2
2791,Electronics City Phase 1,1113.12,2.0,55.0,2
2793,Electronics City Phase 1,1350.0,3.0,71.0,3
2795,Electronics City Phase 1,995.0,2.0,49.8,2
2796,Electronics City Phase 1,635.0,1.0,26.0,1
2797,Electronics City Phase 1,1190.0,2.0,68.0,2
2799,Electronics City Phase 1,1450.0,3.0,72.54,3
2800,Electronics City Phase 1,360.0,1.0,16.9,1
2801,Electronics City Phase 1,638.0,1.0,32.0,1
2802,Electronics City Phase 1,1175.0,2.0,64.98,2
2803,Electronics City Phase 1,585.0,1.0,21.0,1
2804,Electronics City Phase 1,1200.0,2.0,59.76,2
2805,Electronics City Phase 1,1145.0,2.0,54.0,2
2806,Electronics City Phase 1,1125.0,2.0,65.0,2
2808,Electronics City Phase 1,1550.0,2.0,82.0,3
2810,Electronics City Phase 1,865.0,2.0,40.0,2
2814,Electronics City Phase 1,1800.0,3.0,93.0,3
2815,Electronics City Phase 1,1314.0,2.0,60.0,2
2816,Electronics City Phase 1,1170.0,2.0,62.0,2
2817,Electronics City Phase 1,1450.0,3.0,79.0,3
2818,Electronics City Phase 1,940.0,2.0,48.0,2
2819,Electronics City Phase 1,940.0,2.0,44.0,2
2820,Electronics City Phase 1,1300.0,2.0,67.0,2
2821,Electronics City Phase 1,1028.0,2.0,51.0,2
2823,Electronics City Phase 1,1205.0,2.0,60.0,2
2825,Electronics City Phase 1,1305.0,2.0,67.0,2
2826,Electronics City Phase 1,755.0,1.0,30.12,1
2827,Electronics City Phase 1,1175.0,2.0,60.0,2
2828,Esther Enclave Layout,1000.0,2.0,66.0,2
